LyricsWiki-Page,Artist,Title,Spotify-ID,Spotify-explicit,Explicit,Strong language,Substance abuse,Sexual reference,References to violence,Discriminatory language
Thomas Rhett:It Goes Like This,Thomas Rhett,It Goes Like This,2rGgjcjiq1JKRISnDuqlTA,0,0,0,0,0,0,0
Christine Guldbrandsen:The Pretty One,Christine Guldbrandsen,The Pretty One,3Ny2AXTBZwDxlwKtLxCA0E,0,0,0,0,0,0,0
Mull Historical Society:Industrial Hangers,Mull Historical Society,Industrial Hangers,7DzN1aOvN0UsGVwCBbBHfp,0,0,0,0,0,0,0
Lisa Loeb:This,Lisa Loeb,This,26GOWHuAfxRDsLRgrXCi9s,0,0,0,0,0,0,0
The Dead Milkmen:Big Deal,The Dead Milkmen,Big Deal,6KF7eAdOmjv62Azfc3mleR,0,0,0,0,0,0,0
Eef Barzelay:Lose Big,Eef Barzelay,Lose Big,1l9a7XkhIvllRCcKHC5VrH,0,0,0,0,0,0,0
Sasha:Raindrops,Sasha,Raindrops,6JLmc0NguXoBh2Hu9Fq2u5,0,1,0,0,0,1,0
Front 242:Melt,Front 242,Melt,1WzspH9T85qCiP4qMRwne6,0,0,0,0,0,0,0
The McCalmans:Come By The Hills,The McCalmans,Come By The Hills,4apQRhIDBaTt3ycgV34FR2,0,0,0,0,0,0,0
Murray McLauchlan:Sixteen Lanes Of Highway,Murray McLauchlan,Sixteen Lanes Of Highway,4AOx49WaHcCWCklVbh4yKs,0,0,0,0,0,0,0
That Petrol Emotion:Another Day,That Petrol Emotion,Another Day,4rrCO6i8AryAjxLpKTJ73g,0,0,0,0,0,0,0
The Smiths:Shakespeare's Sister,The Smiths,Shakespeare's Sister,4mYpkmfY0ycWAU3GTKGmRa,0,0,0,0,0,0,0
The Watchmen:Brighter Hell,The Watchmen,Brighter Hell,6xEfQXohZHhGHuPj6NKPr0,0,0,0,0,0,0,0
Marina V:On This Christmas Night,Marina V,On This Christmas Night,3GH1lHwLLnAXHSUuacoFjZ,0,0,0,0,0,0,0
Joan Baez:Freight Train,Joan Baez,Freight Train,5jBoM15ItZYLKJ2uxifjDF,0,0,0,0,0,0,0
Low Roar:Give Me An Answer,Low Roar,Give Me An Answer,1GGCu3X1KsJsGI6LadBe9R,0,0,0,0,0,0,0
Pam Tillis:Detroit City,Pam Tillis,Detroit City,4iUbXORArLuxybBYCFiGNn,0,0,0,0,0,0,0
The Carter Family:Happy Or Lonesome,The Carter Family,Happy Or Lonesome,1vxiVTYN5h6PtQXjbbNWBh,0,0,0,0,0,0,0
Bloodbound:Take One,Bloodbound,Take One,3BiVd9YbIGvLSRREpSYlyq,0,0,0,0,0,0,0
Donots:Static,Donots,Static,6BY8YXOsKfHmDZJ6NkJe8e,0,0,0,0,0,0,0
Marion Raven:Colors Turn To Grey,Marion Raven,Colors Turn To Grey,6NhhwwULyhvgCR3zamiSOq,0,0,0,0,0,0,0
Filter:Catch A Falling Knife,Filter,Catch A Falling Knife,7xdd3HNOmFp9rMHVfdGu17,0,0,0,0,0,0,0
Atrocity:Pandaemonium,Atrocity,Pandaemonium,7sENY3a06SlwM5TKLiE605,0,1,0,0,0,1,0
Brooke Miller:You Can See Everything,Brooke Miller,You Can See Everything,0ckoByRltEvg1FlU5IlwUO,0,0,0,0,0,0,0
Have Mercy:Living Dead,Have Mercy,Living Dead,0Fm9PFnCU519rj3XSK4kzt,0,0,0,0,0,0,0
Brandy:Love Is On My Side,Brandy,Love Is On My Side,6g1RnpCGor1WjVUPzsCLFr,0,0,0,0,0,0,0
Jane Monheit:Rainbow Connection,Jane Monheit,Rainbow Connection,1GfzbYdzH9mig3kaEgxkRy,0,0,0,0,0,0,0
Van Morrison:Fame,Van Morrison,Fame,0geJuFSyaiPCQUNj98WrQ6,0,0,0,0,0,0,0
Cunnie Williams:Just Doing My Thing,Cunnie Williams,Just Doing My Thing,6Jn3QcRL1KkCDipQ0wiEu5,0,1,0,1,0,0,0
Tidfall:The Empire Of The Pleasures Of Flesh,Tidfall,The Empire Of The Pleasures Of Flesh,7LNoKNGi33khfRYBY60Ck6,0,1,0,0,0,1,0
Bowerbirds:House Of Diamonds,Bowerbirds,House Of Diamonds,3OQtxGgnwXPY5fv6BoQu7q,0,0,0,0,0,0,0
The Manhattan Transfer:Code Of Ethics,The Manhattan Transfer,Code Of Ethics,5njdl4vmdBr3vkfUf8eNvG,0,0,0,0,0,0,0
Elysian Fields:Come Down From The Ceiling,Elysian Fields,Come Down From The Ceiling,2uo6ScDrcDog3n5sQ9KUiL,0,0,0,0,0,0,0
The White Stripes:It's My Fault For Being Famous,The White Stripes,It's My Fault For Being Famous,5duFD1YQC4A30n4g7iq7jg,0,1,0,0,0,1,0
Black Dub:Love Lives,Black Dub,Love Lives,5qlQNJ6HSETPuoygDTI2ZX,0,1,0,0,0,1,0
Sevdaliza:Grace,Sevdaliza,Grace,3YDSWlLzLQcGpuIWNrnOYB,0,0,0,0,0,0,0
The Black Dahlia Murder:Everything Went Black,The Black Dahlia Murder,Everything Went Black,1LRi0Km3V44DeCiwfRNr5l,0,1,0,0,0,1,0
Brian McKnight:Because Of His Love,Brian McKnight,Because Of His Love,64PG5BTWANh9rKXLlFEECL,0,0,0,0,0,0,0
Steve McDonald:Stone Of Destiny,Steve McDonald,Stone Of Destiny,7jBb2eXqvBaXldMO2mKRjx,0,0,0,0,0,0,0
Graham Colton:Another Night,Graham Colton,Another Night,0fPn7A7jeMX0fnKvuJcosy,0,0,0,0,0,0,0
Happyendless:Vacuum,Happyendless,Vacuum,0pH8waVEBdvGtTAPe6lF8U,0,0,0,0,0,0,0
Sail By The Stars:Icebergs Are For Penguins,Sail By The Stars,Icebergs Are For Penguins,0ocKNcOBKKPHeJMcYjKun1,0,0,0,0,0,0,0
Bunny Wailer:Scheme Of Things,Bunny Wailer,Scheme Of Things,2hkTWupxsPZx2CdEnGKBkD,0,0,0,0,0,0,0
Hound Dog Taylor:She's Gone,Hound Dog Taylor,She's Gone,2swDvj3cIDWgFhb1oHVnm7,0,0,0,0,0,0,0
Robbie Seay Band:Go Outside,Robbie Seay Band,Go Outside,0PQwBpzRSV5Mtk2wcNvAd0,0,0,0,0,0,0,0
Dee Dee Bridgewater:Can't We Try Love Again,Dee Dee Bridgewater,Can't We Try Love Again,1OoObqVMSm3EtqnfqVUiz6,0,0,0,0,0,0,0
Ben Webster:I Got Rhythm,Ben Webster,I Got Rhythm,6FQz4IXSmy1KFmvQYCbGhY,0,0,0,0,0,0,0
Twin Atlantic:A Guidance From Colour,Twin Atlantic,A Guidance From Colour,4oN4iW5ueTWXiiWPqCYH5X,0,1,0,0,0,1,0
Cool Cavemen:Pump The Funk Up,Cool Cavemen,Pump The Funk Up,2vzzffLmkvHMHaBioXk1J2,0,1,0,0,1,0,0
"Kristin Diable:Honey, Leave The Light On",Kristin Diable,"Honey, Leave The Light On",6Mstr1LoW3BtAOIoMZgeoA,0,0,0,0,0,0,0
Peter Green Splinter Group:Last Fair Deal Gone Down,Peter Green Splinter Group,Last Fair Deal Gone Down,4FKjTj41M8dLL98FH14kne,0,0,0,0,0,0,0
Slydigs:The Truth Will Be Found,Slydigs,The Truth Will Be Found,48zl4dFqCt62fWevfcZsAT,0,0,0,0,0,0,0
Melody Gardot:Same To You,Melody Gardot,Same To You,2YfEQHNqjPahXX2XfNBKLv,0,0,0,0,0,0,0
Leona Naess:Lonely Boy,Leona Naess,Lonely Boy,39VYJzvHJAQEx6BCA3i4eN,0,0,0,0,0,0,0
Bonaparte:Riot In My Head,Bonaparte,Riot In My Head,1oTkikrBgXxAwIZHQDFlVK,0,0,0,0,0,0,0
Camphor:Castaway,Camphor,Castaway,5HTjFcyZUBEee2VGTVpnOp,0,1,0,1,0,1,0
Zero 7:Thistles,Zero 7,Thistles,3Wv3gKVAPeLeYLGvNzT1Qp,0,0,0,0,0,0,0
Jackie Washington:Sugarfoot Rag,Jackie Washington,Sugarfoot Rag,5lGB8rlPmnqXRNgR4mqPk7,0,0,0,0,0,0,0
Tiffany:Life Affair,Tiffany,Life Affair,1bIaHhq98dpMlUE5ZM68pl,0,0,0,0,0,0,0
The Chieftains:I Saw Three Ships A Sailing,The Chieftains,I Saw Three Ships A Sailing,5mm08SrdQsQYXW5RSxkVbp,0,0,0,0,0,0,0
Guster:Two Of Us,Guster,Two Of Us,7gYBvtk9rX2LEb0U5YOMKs,0,0,0,0,0,0,0
Crosby & Nash:Shining On Your Dreams,Crosby & Nash,Shining On Your Dreams,5RL6ZL5cnA4WhJbPmYDrjA,0,0,0,0,0,0,0
Ben Rector:Loving You Is Easy,Ben Rector,Loving You Is Easy,0SpML6tGaBf3QYrzJcYUc0,0,0,0,0,0,0,0
Here Come The Mummies:Bump,Here Come The Mummies,Bump,2OOaAliPGupHrOSzVf0RTt,0,1,0,0,1,0,0
Amoura:Back Then,Amoura,Back Then,2dfj52tghhrk33hKJtFDx9,0,0,0,0,0,0,0
Current 93:Misery Farm,Current 93,Misery Farm,3dk5l1Wi8XbZXILRbtOrkv,0,1,0,0,0,1,0
De/Vision:Blindness,De/Vision,Blindness,2rvRv2gOSO0GmpqZMhLKEB,0,1,0,0,0,1,0
Atrocity:Necromancy Divine,Atrocity,Necromancy Divine,4DedGolTqOP9pWxAOMEhVo,0,1,0,0,0,1,0
Guided By Voices:Flesh Ears From June,Guided By Voices,Flesh Ears From June,4sRSt19VFmrBVwoydyOVCE,0,0,0,0,0,0,0
The Bronx:Pilot Light,The Bronx,Pilot Light,2p7Y9RbKa8Sm5pFc9BUvlo,0,0,0,0,0,0,0
Bob Log III:One Man Band Boom,Bob Log III,One Man Band Boom,6pB1k4vn5LgT8e0yt5RRps,0,1,1,0,0,0,0
Steeleye Span:Long Bone,Steeleye Span,Long Bone,7IkTEBeAkR6FRB7dbZ32PV,0,1,0,0,0,1,0
Inkwell:Jazzersize In A Tie,Inkwell,Jazzersize In A Tie,62BqVR1nwk75D08zVYrADe,0,0,0,0,0,0,0
Andy Church:Beside Myself,Andy Church,Beside Myself,3UzWR911Xn19Q5EnoXcS1W,0,1,0,0,0,1,0
The Black Keys:Black Door,The Black Keys,Black Door,4fyL1uR959yMBpbELiSGMx,0,0,0,0,0,0,0
"Carol Channing:Hello, Dolly!",Carol Channing,"Hello, Dolly!",7vvnz6fQL16iWA0X8WDWy8,0,0,0,0,0,0,0
And Also The Trees:The Man Who Ran Away,And Also The Trees,The Man Who Ran Away,2JAuS7OlcQOfrhqA2YMo2q,0,0,0,0,0,0,0
Shannon Wright:Within The Quilt Of Demand,Shannon Wright,Within The Quilt Of Demand,4TnkvKVNqgkjXN1XahbOY5,0,1,0,0,0,1,0
JJ Heller:All The Beauty (Kati's Story),JJ Heller,All The Beauty (Kati's Story),6SnfVNzkdcOSZMS6NGN3ck,0,0,0,0,0,0,0
Stars:Fixed,Stars,Fixed,45E25HYDqxhKQxaoytkr7D,0,0,0,0,0,0,0
Church Of Rhythm:I Found Love,Church Of Rhythm,I Found Love,6X3lGnqBPu4Zh3tFKV2FF5,0,0,0,0,0,0,0
Rod Stewart:Got My Mojo Working,Rod Stewart,Got My Mojo Working,0WTp0rOukPmo3hqC7AT1MB,0,0,0,0,0,0,0
Sarah Brightman:Another Suitcase In Another Hall,Sarah Brightman,Another Suitcase In Another Hall,46a5LuH0aujPw179rRNidR,0,0,0,0,0,0,0
Dinah Shore:Good For Nothin' Joe,Dinah Shore,Good For Nothin' Joe,1uGeODKkhTNgKXNUHuCr4l,0,0,0,0,0,0,0
Abel Ganz:Dreamtime,Abel Ganz,Dreamtime,2Ooh9GioY5EnCw54eoy63B,0,1,0,0,0,1,0
Phil Collins:Jimmy Mack,Phil Collins,Jimmy Mack,1abLBvA7cutO4ioswH0Jrh,0,0,0,0,0,0,0
Helen Reddy:Love Song For Jeffrey,Helen Reddy,Love Song For Jeffrey,3pVbkFHo8VIqsRkfRb5bMn,0,0,0,0,0,0,0
"The Soviettes:Bottom's Up, Bottomed Out",The Soviettes,"Bottom's Up, Bottomed Out",16GWs3UJPSKebVENgSVArl,0,0,0,0,0,0,0
Life Of Agony:Broken Valley,Life Of Agony,Broken Valley,5SjSuVkGah7mhki0YuofCV,0,0,0,0,0,0,0
Emphatic:Don't Forget About Me,Emphatic,Don't Forget About Me,72PeV8h0qDqBSUi8f8NbvT,0,0,0,0,0,0,0
Sol Invictus:Europa Calling,Sol Invictus,Europa Calling,4qKrChY5mn9uqLoEdl1L54,0,1,0,0,0,1,0
Emily Bate:Sorry About Arkansas,Emily Bate,Sorry About Arkansas,6HNyeCxsaHYVDzNc2eLjek,0,0,0,0,0,0,0
Queenadreena:Friday's Child,Queenadreena,Friday's Child,4BysZm0w54LEfCbPZRN8oK,0,0,0,0,0,0,0
Divinyls:If Love Was A Gun,Divinyls,If Love Was A Gun,09fJrd7J8Sh5RuCEO6kma1,0,0,0,0,0,0,0
Love Me Destroyer:Add Vice,Love Me Destroyer,Add Vice,1oMuZaxd7IQBK1JDbWwDKm,0,0,0,0,0,0,0
PAX217:Frequency Of Your Love,PAX217,Frequency Of Your Love,4ZnH4PoxSJ5sqpDf8Zfjnd,0,1,0,0,1,0,0
Brothers Osborne:Pushing Up Daisies (Love Alive),Brothers Osborne,Pushing Up Daisies (Love Alive),1IxMWIX1soqNONa7H0LD6U,0,0,0,0,0,0,0
Sopor Aeternus:Hello,Sopor Aeternus,Hello,6ykCyVvnFY8CEYZBPaBl55,0,0,0,0,0,0,0
Amy Jo Johnson:Counting Sheep,Amy Jo Johnson,Counting Sheep,1UiqklFyxGd7Ebh3kFoAiD,0,0,0,0,0,0,0
Jars Of Clay:Run In The Night (Psalm 27),Jars Of Clay,Run In The Night (Psalm 27),48kATF4IGz5tCscABb0ELR,0,0,0,0,0,0,0
Mick Fleetwood:You Weren't In Love,Mick Fleetwood,You Weren't In Love,4NdlQI43MfHsDDmuoxEjhi,0,0,0,0,0,0,0
Idaho:Apricots To Armagnac,Idaho,Apricots To Armagnac,3F8N0dlpQ8CtwFd2gs2I3S,0,0,0,0,0,0,0
Woods:I Was Gone,Woods,I Was Gone,2U10b3TDYNlZmmTQtYVWQD,0,1,0,0,0,1,0
Scapegoat Wax:Space To Share,Scapegoat Wax,Space To Share,6G2fL1jZDHd7FA02RRg2wN,0,0,0,0,0,0,0
Clay Crosse:When All That's Left Is To Believe,Clay Crosse,When All That's Left Is To Believe,685cu0hhI6UNzgddlBhKk3,0,0,0,0,0,0,0
Fats Waller:By The Light Of The Silvery Moon,Fats Waller,By The Light Of The Silvery Moon,2dUKrkJl5H2rab9Hw2M0ig,0,0,0,0,0,0,0
Low:What Part Of Me,Low,What Part Of Me,4fqauV2rfnB1qHbTy1dzqw,0,1,0,0,0,1,0
Sonny & Cher:Real People,Sonny & Cher,Real People,2h5P5UPEOIJBiivivNQm14,0,0,0,0,0,0,0
Britt Nicole:Breakthrough,Britt Nicole,Breakthrough,64OHaMesZv3RV7FGMeMqkE,0,0,0,0,0,0,0
Engel:Fading Light,Engel,Fading Light,3tem6Y0DkHWTquX8lqMYeQ,0,1,1,0,0,0,0
Natalie Brown:Hold Your Head Up High,Natalie Brown,Hold Your Head Up High,6R6Qn7FLLbwAMkv2QZ47IG,0,0,0,0,0,0,0
Poster Children:Persimmon,Poster Children,Persimmon,6bMuGrclCvt93lRTJRs6jE,0,0,0,0,0,0,0
Ween:The Golden Eel,Ween,The Golden Eel,74oalyO7tk5wm7b6RjGXIQ,0,1,1,0,0,0,0
Paulina Rubio:The One You Love,Paulina Rubio,The One You Love,4k9SajRreBHx2WayQfdT7w,0,0,0,0,0,0,0
Cartoons:Yoko,Cartoons,Yoko,4ru42cjCAitLyjX5pBW5FJ,0,0,0,0,0,0,0
Styx:Back To Chicago,Styx,Back To Chicago,6BNwKWHD2nokrzTmWouEYv,0,0,0,0,0,0,0
The Pineapple Thief:Build A World,The Pineapple Thief,Build A World,5vwU8GE202HGVlEb6053vH,0,0,0,0,0,0,0
Bert Jansch:Harvest Your Thoughts Of Love,Bert Jansch,Harvest Your Thoughts Of Love,6V5jki2jL5k152XNJAal2x,0,0,0,0,0,0,0
Darrell Scott:Double-Headed Eagle,Darrell Scott,Double-Headed Eagle,3EMOxNbwIY4gD4iS6I3P1R,0,0,0,0,0,0,0
Decapitated:Human's Dust,Decapitated,Human's Dust,2jgXuHO786vfB05aboCQr5,0,0,0,0,0,0,0
Mahalia Jackson:My Faith Looks Up To Thee,Mahalia Jackson,My Faith Looks Up To Thee,7y2rOB2LXeQVXY8OoqlRg1,0,1,0,0,0,1,0
C-Lekktor:War,C-Lekktor,War,3Atyp5Qai95RQgrBTRfw4P,0,1,0,0,0,1,0
Amos Lee:Give It Up,Amos Lee,Give It Up,7JyIaRleeX58OUwz7jjjQf,0,0,0,0,0,0,0
Buddy Wasisname And The Other Fellers:Gas 'N Oil,Buddy Wasisname And The Other Fellers,Gas 'N Oil,2YEUlAFoSNzdLg45MB5kVg,0,0,0,0,0,0,0
Blackberry Smoke:Rock And Roll Again,Blackberry Smoke,Rock And Roll Again,3eJHuZIBy6Qq3kHJX5aoEk,0,0,0,0,0,0,0
Low Millions:Nikki Don't Stop,Low Millions,Nikki Don't Stop,6nPxUcvfcL6rkJmLfjztRN,0,1,0,0,1,0,0
In The Face Of War:Siren,In The Face Of War,Siren,27lqPd1xEkRBs7z05NsRco,0,0,0,0,0,0,0
Overcome:Blessed Are The Persecuted,Overcome,Blessed Are The Persecuted,7CkqjxZTSlNbhDMHk2zzSF,0,0,0,0,0,0,0
U.S. Girls:Navy & Cream,U.S. Girls,Navy & Cream,3ueUaXZ45f03QOYWv86mPM,0,0,0,0,0,0,0
Tony Bennett:I Won't Cry Anymore,Tony Bennett,I Won't Cry Anymore,4Dbo2PC63f7C9iNrTsDlq9,0,0,0,0,0,0,0
Eyes Adrift:Pasted,Eyes Adrift,Pasted,1LPLtqo4bmgOpX9oUtl5ge,0,0,0,0,0,0,0
The Action:Since I Lost My Baby,The Action,Since I Lost My Baby,5HC3bK6rPCsO3W8AqTCvyb,0,0,0,0,0,0,0
Perry Como:I Believe,Perry Como,I Believe,00duMmf0bqbY8iEy49vQ5g,0,0,0,0,0,0,0
Bruce Springsteen:Gypsy Biker,Bruce Springsteen,Gypsy Biker,0y7F00ukwmzZGKpM87tJl7,0,1,0,1,0,1,1
Kendra Smith:Bold Marauder,Kendra Smith,Bold Marauder,7BEtzG88Ol329h2iHVsmxC,0,1,0,0,0,1,0
Jill Johnson & Kim Carnes:Tumblin Dice,Jill Johnson & Kim Carnes,Tumblin Dice,1ewBM85yLpzPP4AOwFSSEN,0,0,0,0,0,0,0
John Popper:End Of The Line,John Popper,End Of The Line,45YAa2lMifYg6ywMjeIkov,0,0,0,0,0,0,0
Grey DeLisle:Blue State Of Mind,Grey DeLisle,Blue State Of Mind,0jwT2J8aFu9tGttf2oqDA9,0,0,0,0,0,0,0
Hot Chip:Colours,Hot Chip,Colours,3MzJtNkteHdz3583kS9RkS,0,0,0,0,0,0,0
Anne Murray:After You've Gone,Anne Murray,After You've Gone,5rUdDaZM6TLN2ochQVV9rq,0,0,0,0,0,0,0
Caprice:Oh Yeah,Caprice,Oh Yeah,54Fh2KtJFGeHVGUCeyhzP7,0,0,0,0,0,0,0
Edie Carey:Black Wool Dress,Edie Carey,Black Wool Dress,2YSNEmz3pFBo2dVGsjsaqz,0,0,0,0,0,0,0
King Missile:(Why Are We) Trapped?,King Missile,(Why Are We) Trapped?,1LpJbiIJtcpNu1tl0fpn6x,0,0,0,0,0,0,0
The Cars:Lust For Kicks,The Cars,Lust For Kicks,5v3OUcDSIpajzLHuz1GZNu,0,0,0,0,0,0,0
"Bad Company:Silver, Blue And Gold",Bad Company,"Silver, Blue And Gold",4yOViGLG7Sk8na557btr8H,0,0,0,0,0,0,0
Paolo Nutini:No Other Way,Paolo Nutini,No Other Way,7o2J9GMMhLNbT6iyPOFMwS,0,0,0,0,0,0,0
Van Halen:The Seventh Seal,Van Halen,The Seventh Seal,0J372ujJKZ8wOLRWSWl7Pi,0,0,0,0,0,0,0
Douwe Bob:The Shape I'm In,Douwe Bob,The Shape I'm In,3xLLzbOtB9rntbbNkgD6Y1,0,0,0,0,0,0,0
Steriogram:Wind It Up,Steriogram,Wind It Up,5zUu3EaQzg78iq3QiyCwac,0,0,0,0,0,0,0
Joe Anderson:Hey Jude,Joe Anderson,Hey Jude,0LOK3S5bBKg0Ymkt48ElNM,0,0,0,0,0,0,0
Patty Loveless:Dreaming My Dreams With You,Patty Loveless,Dreaming My Dreams With You,4HxykSsw6HBjYcSjY2Ty2L,0,0,0,0,0,0,0
Erik Hassle:Hurtful,Erik Hassle,Hurtful,2IY5mTFI4Tz2Uh71GL6uRB,0,0,0,0,0,0,0
Elder Brother:Sunday Mornings,Elder Brother,Sunday Mornings,56kkMAnSeh0Iv27AfyeQ8Q,0,0,0,0,0,0,0
Andrew Peterson:Many Roads,Andrew Peterson,Many Roads,3Vk9QmQE0gpibXCfx1UcE0,0,0,0,0,0,0,0
Petula Clark:I Know A Place,Petula Clark,I Know A Place,7dQP6ESUYUMYUAnGkdyjXi,0,0,0,0,0,0,0
Keb' Mo':The Beginning,Keb' Mo',The Beginning,4sy13LFy1ZeCnFFRWf7DWi,0,0,0,0,0,0,0
Aloha:Everything Goes My Way,Aloha,Everything Goes My Way,43KkwRXxkhj2wEDwpEbPvS,0,0,0,0,0,0,0
Calvin Russell:All I Need,Calvin Russell,All I Need,3Cf3DSUZtk3TiWGXITZc7m,0,0,0,0,0,0,0
JBM:Going Back Home,JBM,Going Back Home,6f9Puy4ak0VxFU7TwJh589,0,0,0,0,0,0,0
Amorphis:Sampo,Amorphis,Sampo,4USykKZlXSoYb0Cf6qj1C7,0,0,0,0,0,0,0
Octane:Pure,Octane,Pure,1rlP3NV90LTNIklUhMtmW5,0,0,0,0,0,0,0
Tom Russell:The Eyes Of Roberto Duran,Tom Russell,The Eyes Of Roberto Duran,1UHeUth0RfR2nizPDGUDIm,0,0,0,0,0,0,0
Bing Crosby:Hawaiian Paradise,Bing Crosby,Hawaiian Paradise,4XX6dh71QovW20nZetzcrt,0,0,0,0,0,0,0
Glenn Kaiser Band:The Toll,Glenn Kaiser Band,The Toll,5lguj4y0vqgjuzfVj68yqV,0,0,0,0,0,0,0
Arlette:Saskatchewan Is Like Newfoundland,Arlette,Saskatchewan Is Like Newfoundland,3nK24BbPOdhrVF0V3HCfTM,0,0,0,0,0,0,0
Johnny Cash:The Blizzard,Johnny Cash,The Blizzard,3Wmi4Aqa822S4fsmEwcVhE,0,0,0,0,0,0,0
Jack Jersey:Don't Break This Heart,Jack Jersey,Don't Break This Heart,7nL38dt03Kwd2CzNLel12q,0,0,0,0,0,0,0
Rossington Collins Band:Means Nothing To You,Rossington Collins Band,Means Nothing To You,588hCe6sLtfX9aRqp9upxm,0,0,0,0,0,0,0
Annie Lennox:Dark Road,Annie Lennox,Dark Road,4W2XCu4kTahxN5yy2nxqCD,0,0,0,0,0,0,0
The Turtles:Rugs Of Woods & Flowers,The Turtles,Rugs Of Woods & Flowers,35Wypop3Iz6jXLVrMDSUIl,0,0,0,0,0,0,0
Idlewild:Idea Track,Idlewild,Idea Track,5mRuZG2UVJRXGIFJoX0Yfe,0,0,0,0,0,0,0
Brown Bird:Wayward Daughter,Brown Bird,Wayward Daughter,0sN7vBHIF1DiOVfrFpUjjt,0,0,0,0,0,0,0
Matt Giraud:See You In A Little While,Matt Giraud,See You In A Little While,0iMFZFaJd0kcYZIgDwfMTw,0,0,0,0,0,0,0
Funker Vogt:Stolen Thoughts,Funker Vogt,Stolen Thoughts,2vfefVf7ap5LlP25G8OFMb,0,0,0,0,0,0,0
Emanuel:Cottonmouth,Emanuel,Cottonmouth,5kpRZFpSAM81hJf2FosN6S,0,0,0,0,0,0,0
Miseration:Thrones,Miseration,Thrones,6zbZFtzZmDAGduwWekmcjh,0,1,0,0,0,1,0
Eisley:One Day I Slowly Floated Away,Eisley,One Day I Slowly Floated Away,0dHQf7Z0UgyuGZpC84TQ1R,0,0,0,0,0,0,0
Henson Cargill:I Take A Lot Of Pride In What I Am,Henson Cargill,I Take A Lot Of Pride In What I Am,0cIpX298sqrEFjamyRLmNe,0,0,0,0,0,0,0
Hal Ketchum:The Unforgiven,Hal Ketchum,The Unforgiven,0VTi2EcZ5J47LugXg6mdMA,0,1,0,1,0,1,0
Kristina Train:Pins & Needles,Kristina Train,Pins & Needles,06xVh1tDmcmsdG9YbnJVZH,0,0,0,0,0,0,0
Dean Martin:He's Got You,Dean Martin,He's Got You,2IE42Tiu4jtAojom5GZWvD,0,0,0,0,0,0,0
The Briggs:Song For Us,The Briggs,Song For Us,4cFsZj5p9EKjXYc4TwevOE,0,0,0,0,0,0,0
Accept:Can't Stand The Night,Accept,Can't Stand The Night,5ipnH5GNLX0k4MD43LB9mB,0,0,0,0,0,0,0
Joan Jett And The Blackhearts:If Ya Want My Luv,Joan Jett And The Blackhearts,If Ya Want My Luv,5dqlYDyIAPMQSnyy6VhTGn,0,0,0,0,0,0,0
Jack Howard:Thank Your Lucky Stars,Jack Howard,Thank Your Lucky Stars,03GTzw5ocKjk2lhVy6jHha,0,0,0,0,0,0,0
Boy Hits Car:The Sound Of A Breaking Heart,Boy Hits Car,The Sound Of A Breaking Heart,5y2CQqQafIx7qVkDMT2q0U,0,0,0,0,0,0,0
The Subways:Obsession,The Subways,Obsession,6A8iAiZzcHCPQLctomsxEr,0,0,0,0,0,0,0
The Guess Who:A Wednesday In Your Garden,The Guess Who,A Wednesday In Your Garden,1euiTWVkVV2kPwGRQT5WUC,0,0,0,0,0,0,0
Jeffrey Lewis:Something Good,Jeffrey Lewis,Something Good,4KnKnnzep6tVgzYpjpgQt0,0,1,0,0,0,1,0
Darryl Worley:You Never Know,Darryl Worley,You Never Know,4XqUuDdZUuaOV1ficmUYxP,0,0,0,0,0,0,0
Edwin McCain:Coming Down,Edwin McCain,Coming Down,34cwXkRqe03ctpEVhYhIqF,0,0,0,0,0,0,0
Local Natives:Cubism Dream,Local Natives,Cubism Dream,36JIAg4eLp7QxixQ5TzLNx,0,0,0,0,0,0,0
Nektar:Show Me The Way,Nektar,Show Me The Way,56NA9GmjTmJUsgvSVdFYbm,0,0,0,0,0,0,0
Destiny:The Undiscovered Country,Destiny,The Undiscovered Country,5Ihgm624uZWZ4ozm3oq0vR,0,0,0,0,0,0,0
Chris Brown:Take My Time,Chris Brown,Take My Time,6HMDY8Ku2RKap6f0TmSeZC,0,1,0,0,1,0,0
Reel Big Fish:Monkey Man,Reel Big Fish,Monkey Man,6JIux0pLiQQw8WFONLjomo,0,0,0,0,0,0,0
Seam:Tuff Luck,Seam,Tuff Luck,76kqnKSRFLbh89PXwdFV7A,0,0,0,0,0,0,0
Bokka:Let It,Bokka,Let It,4yr5z9YkJ6tvC9nUtiyrzk,0,0,0,0,0,0,0
Biohazard:All For None,Biohazard,All For None,2QjWKL7hTpEYeq2GSZFxlf,0,0,0,0,0,0,0
Bob Rivers:He's So Jolly,Bob Rivers,He's So Jolly,59cNhqOI6QZQzSHc79v4N7,0,0,0,0,0,0,0
Charlie Louvin:Think I'll Go Somewhere And Cry Myself To Sleep,Charlie Louvin,Think I'll Go Somewhere And Cry Myself To Sleep,7tVXq68oeaGCKkhy5eWEC3,0,0,0,0,0,0,0
Point One:Unlucky Stars,Point One,Unlucky Stars,75OpxHmCUUKXhfbKAEj83C,0,0,0,0,0,0,0
Clifford T. Ward:Where Would That Leave Me,Clifford T. Ward,Where Would That Leave Me,1o3coKbKfmdzX7g5FVyUW8,0,0,0,0,0,0,0
The Georgia Yellow Hammers:Kiss Me Quick,The Georgia Yellow Hammers,Kiss Me Quick,5S80Z52QNyXqbwQtqD24WJ,0,0,0,0,0,0,0
